Applied Nodal Loadvector Loadcase      2
  Node     PXX[N]     PYY[N]     PZZ[N]    MXX[Nm]    MYY[Nm]    MZZ[Nm]
 10975       0.00       0.00    -271.87       0.00       0.00       0.00
 10976       0.00       0.00    -271.30       0.00       0.00       0.00
 10977       0.00       0.00    -258.29       0.00       0.00       0.00
 10978       0.00       0.00    -323.08       0.00       0.00       0.00
 10979       0.00       0.00    -123.45       0.00       0.00       0.00
 10980       0.00       0.00    -101.81       0.00       0.00       0.00
 10981       0.00       0.00     -97.06       0.00       0.00       0.00
 10982       0.00       0.00     -82.16       0.00       0.00       0.00
 10983       0.00       0.00     -66.94       0.00       0.00       0.00
 10984       0.00       0.00     -72.94       0.00       0.00       0.00
 10985       0.00       0.00     -75.56       0.00       0.00       0.00
 10986       0.00       0.00     -72.16       0.00       0.00       0.00
 10987       0.00       0.00     -72.61       0.00       0.00       0.00
 10988       0.00       0.00    -162.84       0.00       0.00       0.00
 10989       0.00       0.00    -206.02       0.00       0.00       0.00
 10990       0.00       0.00    -255.96       0.00       0.00       0.00
 10991       0.00       0.00    -316.17       0.00       0.00       0.00
 10992       0.00       0.00    -359.57       0.00       0.00       0.00
 10993       0.00       0.00    -340.25       0.00       0.00       0.00
 10994       0.00       0.00    -335.65       0.00       0.00       0.00
 10995       0.00       0.00    -528.45       0.00       0.00       0.00
 10996       0.00       0.00    -358.48       0.00       0.00       0.00
 10997       0.00       0.00    -324.15       0.00       0.00       0.00
 10998       0.00       0.00    -281.74       0.00       0.00       0.00
 11025       0.00       0.00     -76.21       0.00       0.00       0.00
 11026       0.00       0.00     -75.66       0.00       0.00       0.00
 11027       0.00       0.00     -92.62       0.00       0.00       0.00
 11028       0.00       0.00    -119.84       0.00       0.00       0.00
 11029       0.00       0.00    -141.55       0.00       0.00       0.00
 11030       0.00       0.00    -148.63       0.00       0.00       0.00
 11031       0.00       0.00    -146.61       0.00       0.00       0.00
 11032       0.00       0.00    -141.34       0.00       0.00       0.00
 11033       0.00       0.00    -150.76       0.00       0.00       0.00
 11034       0.00       0.00    -161.48       0.00       0.00       0.00
 11035       0.00       0.00    -162.36       0.00       0.00       0.00
 11036       0.00       0.00    -150.21       0.00       0.00       0.00
 11037       0.00       0.00    -130.15       0.00       0.00       0.00
 11038       0.00       0.00     -96.52       0.00       0.00       0.00
 11039       0.00       0.00     -64.47       0.00       0.00       0.00
 11040       0.00       0.00     -71.45       0.00       0.00       0.00
 11041       0.00       0.00     -71.85       0.00       0.00       0.00
 11042       0.00       0.00     -55.80       0.00       0.00       0.00
 11043       0.00       0.00    -209.34       0.00       0.00       0.00
 11044       0.00       0.00    -199.48       0.00       0.00       0.00
 11045       0.00       0.00    -205.32       0.00       0.00       0.00
 11046       0.00       0.00    -235.53       0.00       0.00       0.00
 11047       0.00       0.00    -242.05       0.00       0.00       0.00
 11048       0.00       0.00    -248.21       0.00       0.00       0.00
 11049       0.00       0.00     -68.48       0.00       0.00       0.00
 11050       0.00       0.00     -67.72       0.00       0.00       0.00
 11051       0.00       0.00     -64.94       0.00       0.00       0.00
 11052       0.00       0.00     -62.61       0.00       0.00       0.00
 11053       0.00       0.00     -62.30       0.00       0.00       0.00
 11054       0.00       0.00     -61.99       0.00       0.00       0.00
 11055       0.00       0.00     -59.58       0.00       0.00       0.00
 11056       0.00       0.00     -78.06       0.00       0.00       0.00
 11057       0.00       0.00     -69.83       0.00       0.00       0.00
 11058       0.00       0.00     -60.37       0.00       0.00       0.00
 11059       0.00       0.00     -64.14       0.00       0.00       0.00
 11060       0.00       0.00     -64.42       0.00       0.00       0.00
 11061       0.00       0.00     -62.85       0.00       0.00       0.00
 11062       0.00       0.00     -65.51       0.00       0.00       0.00
 11063       0.00       0.00     -64.28       0.00       0.00       0.00
 11064       0.00       0.00     -64.40       0.00       0.00       0.00
 11065       0.00       0.00     -64.69       0.00       0.00       0.00
 11066       0.00       0.00     -64.63       0.00       0.00       0.00
 11067       0.00       0.00     -63.55       0.00       0.00       0.00
 11068       0.00       0.00     -57.08       0.00       0.00       0.00
 11070       0.00       0.00     -78.06       0.00       0.00       0.00
 11071       0.00       0.00     -69.83       0.00       0.00       0.00
 11072       0.00       0.00     -60.37       0.00       0.00       0.00
 11073       0.00       0.00     -64.14       0.00       0.00       0.00
 11074       0.00       0.00     -64.42       0.00       0.00       0.00
 11075       0.00       0.00     -62.85       0.00       0.00       0.00
 11076       0.00       0.00     -65.51       0.00       0.00       0.00
 11114       0.00       0.00     -82.07       0.00       0.00       0.00
 11115       0.00       0.00     -88.90       0.00       0.00       0.00
 11116       0.00       0.00     -96.21       0.00       0.00       0.00
 11117       0.00       0.00    -261.03       0.00       0.00       0.00
 11118       0.00       0.00    -121.10       0.00       0.00       0.00
 11119       0.00       0.00     -75.71       0.00       0.00       0.00
 11122       0.00       0.00     -72.17       0.00       0.00       0.00
 11123       0.00       0.00     -73.77       0.00       0.00       0.00
 11124       0.00       0.00    -171.90       0.00       0.00       0.00
 11125       0.00       0.00    -171.28       0.00       0.00       0.00
 11126       0.00       0.00    -189.76       0.00       0.00       0.00
 11127       0.00       0.00     -88.38       0.00       0.00       0.00
 11128       0.00       0.00     -93.78       0.00       0.00       0.00
 11129       0.00       0.00     -99.25       0.00       0.00       0.00
 11130       0.00       0.00     -96.96       0.00       0.00       0.00
 11131       0.00       0.00     -92.96       0.00       0.00       0.00
 11141       0.00       0.00     -68.80       0.00       0.00       0.00
 11142       0.00       0.00    -101.12       0.00       0.00       0.00
 11143       0.00       0.00     -62.57       0.00       0.00       0.00
 11144       0.00       0.00     -72.30       0.00       0.00       0.00
 11145       0.00       0.00     -94.39       0.00       0.00       0.00
 11146       0.00       0.00    -118.86       0.00       0.00       0.00
 11147       0.00       0.00    -144.77       0.00       0.00       0.00
 11148       0.00       0.00    -171.21       0.00       0.00       0.00
 11149       0.00       0.00    -192.49       0.00       0.00       0.00
 11150       0.00       0.00    -209.47       0.00       0.00       0.00
 11151       0.00       0.00    -216.22       0.00       0.00       0.00
 11152       0.00       0.00    -224.05       0.00       0.00       0.00
 11153       0.00       0.00    -219.82       0.00       0.00       0.00
 11154       0.00       0.00    -210.70       0.00       0.00       0.00
 11155       0.00       0.00    -202.93       0.00       0.00       0.00
 11156       0.00       0.00     -93.16       0.00       0.00       0.00
 11157       0.00       0.00    -102.25       0.00       0.00       0.00
 11158       0.00       0.00    -101.43       0.00       0.00       0.00
 11193       0.00       0.00     -57.56       0.00       0.00       0.00
 11194       0.00       0.00     -58.81       0.00       0.00       0.00
 11195       0.00       0.00     -59.69       0.00       0.00       0.00
 11196       0.00       0.00     -51.65       0.00       0.00       0.00
 11198       0.00       0.00    -115.23       0.00       0.00       0.00
 11199       0.00       0.00     -60.14       0.00       0.00       0.00
 11386       0.00       0.00    -336.21       0.00       0.00       0.00
 11387       0.00       0.00    -258.24       0.00       0.00       0.00
 11388       0.00       0.00    -281.01       0.00       0.00       0.00
 11389       0.00       0.00    -223.08       0.00       0.00       0.00
 11390       0.00       0.00    -184.19       0.00       0.00       0.00
 11391       0.00       0.00    -447.33       0.00       0.00       0.00
 11392       0.00       0.00    -388.00       0.00       0.00       0.00
 11393       0.00       0.00    -290.76       0.00       0.00       0.00
 11394       0.00       0.00    -281.43       0.00       0.00       0.00
 11395       0.00       0.00    -288.39       0.00       0.00       0.00
 11396       0.00       0.00    -298.63       0.00       0.00       0.00
 11397       0.00       0.00    -273.20       0.00       0.00       0.00
 11398       0.00       0.00    -261.94       0.00       0.00       0.00
 11399       0.00       0.00    -270.24       0.00       0.00       0.00
 11400       0.00       0.00    -266.38       0.00       0.00       0.00
 11401       0.00       0.00    -273.17       0.00       0.00       0.00
 11402       0.00       0.00    -345.89       0.00       0.00       0.00
 11403       0.00       0.00    -332.53       0.00       0.00       0.00
 11404       0.00       0.00    -313.47       0.00       0.00       0.00
 11405       0.00       0.00    -204.95       0.00       0.00       0.00
 11406       0.00       0.00    -194.44       0.00       0.00       0.00
 11407       0.00       0.00    -197.29       0.00       0.00       0.00
